0	30	30	0	0	0	0	0	0
1	44	32	53	28	9	69	401	1
2	54	31	56	3	28	88	313	1
3	21	43	31	46	10	70	435	1
4	33	24	1	6	36	96	142	1
5	24	3	6	33	34	94	405	1
6	57	31	12	6	51	111	13	1
7	26	55	18	30	26	86	40	1
8	48	58	8	57	40	100	44	1
9	60	7	21	0	39	99	210	1
10	49	11	18	51	50	110	84	1
11	11	24	55	50	51	111	243	1
12	41	34	28	15	23	83	318	1
13	33	14	16	48	38	98	213	1
14	35	51	29	3	48	108	306	1
15	51	41	1	57	52	112	341	1
