0	30	30	0	0	0	0	0	0
1	37	35	53	5	34	94	225	1
2	17	40	45	4	45	105	273	1
3	27	25	52	9	29	89	30	1
4	49	16	28	49	39	99	407	1
5	27	42	52	26	29	89	442	1
6	49	46	32	51	17	77	340	1
7	39	46	15	2	50	110	285	1
8	45	1	42	32	31	91	270	1
9	29	14	30	3	11	71	75	1
10	7	21	41	45	41	101	422	1
11	9	16	2	53	37	97	255	1
12	25	24	3	29	22	82	197	1
