439.93,67.896,324.0
311.63,73.278,311.0
343.6,69.69,328.0
312.48,70.104,346.0
327.08,69.0,340.0
340.34,67.896,340.0
306.18,74.382,311.0
413.91,68.586,324.0
314.78,69.966,362.0
310.95,71.07,346.0
317.69,68.448,362.0
318.68,67.758,362.0
329.78,70.472,334.0
311.88,71.208,340.0
321.64,69.23,358.0
353.45,68.402,326.0
336.25,66.378,429.0
329.74,67.206,399.0
320.66,69.92,358.0
353.86,68.264,328.0
395.41,65.136,358.0
304.57,72.036,323.0
350.9,68.264,334.0
343.05,65.274,362.0
345.98,69.644,326.0
405.68,66.654,328.0
399.73,69.552,311.0
402.59,66.516,334.0
350.36,66.792,340.0
351.45,66.516,346.0
442.67,69.414,311.0
398.37,65.136,350.0
344.25,69.23,328.0
387.84,65.688,350.0
393.77,67.758,334.0
333.17,72.404,311.0
340.59,65.826,370.0
347.76,69.828,324.0
472.94,67.206,324.0
