225.61,42.596,285.0
167.91,48.944,262.0
212.2,41.768,311.0
235.63,43.838,209.0
187.52,44.206,249.0
175.68,43.332,275.0
178.69,44.85,249.0
189.13,46.552,209.0
183.93,51.152,209.0
180.98,47.932,235.0
173.8,50.968,235.0
359.59,43.7,185.0
203.04,52.026,172.0
170.04,50.094,238.0
222.52,43.332,235.0
238.6,42.964,196.0
277.5,41.354,259.0
178.69,53.36,185.0
186.13,45.034,235.0
185.52,51.704,185.0
177.28,52.992,209.0
167.08,48.622,264.0
227.84,44.436,209.0
199.15,47.794,185.0
180.92,49.634,235.0
217.85,50.278,172.0
200.86,43.194,285.0
221.35,46.46,222.0
185.17,55.43,172.0
355.08,44.942,185.0
217.52,42.872,285.0
263.85,46.138,172.0
221.27,46.966,172.0
263.21,41.63,259.0
164.9,47.426,288.0
282.39,45.218,185.0
