1400.16,139.61,499.0
999.78,155.02,506.0
1231.57,144.21,488.0
1041.48,152.95,477.0
1064.58,146.142,534.0
974.58,154.836,537.0
1185.62,145.176,488.0
1056.13,151.892,506.0
963.05,160.172,506.0
1292.03,140.576,520.0
952.37,160.264,563.0
983.55,151.708,570.0
1058.75,147.706,516.0
1045.74,151.432,517.0
1123.3,145.314,543.0
1468.12,138.874,488.0
996.43,151.662,522.0
1297.62,140.208,499.0
1081.53,151.708,488.0
1064.1,145.038,582.0
960.76,154.146,582.0
1244.53,141.312,499.0
955.85,150.558,585.0
1231.73,141.45,488.0
1295.37,139.518,550.0
1046.25,148.166,552.0
1422.24,138.736,510.0
963.52,158.332,537.0
947.77,151.432,585.0
1177.81,146.924,477.0
1209.79,140.714,550.0
1159.15,147.706,477.0
1016.31,150.742,532.0
1147.31,143.612,598.0
1042.32,148.58,536.0
1050.98,150.098,532.0
1267.21,140.806,524.0
1123.07,144.762,565.0
1381.35,139.058,510.0
1115.72,146.142,504.0
1023.89,152.26,490.0
963.84,155.158,571.0
1123.52,143.198,610.0
940.53,151.754,607.0
1416.22,141.864,477.0
1086.78,143.934,582.0
1209.83,146.326,477.0
1000.28,147.936,562.0
1154.22,145.268,488.0
