1067.18,115.828,545.0
892.15,125.718,682.0
1054.44,119.83,518.0
1125.87,111.136,669.0
1306.62,110.998,633.0
1177.94,108.928,683.0
983.11,117.484,545.0
1064.98,112.838,698.0
1098.78,110.952,695.0
1092.28,120.888,512.0
916.73,123.464,768.0
1204.18,109.066,636.0
1603.91,123.464,363.0
1348.67,114.586,468.0
918.22,122.452,790.0
1374.38,134.688,363.0
1047.29,127.006,426.0
1110.53,110.262,705.0
954.74,122.36,612.0
1222.22,120.52,418.0
1635.08,120.474,379.0
1107.12,120.336,461.0
1404.55,110.952,529.0
1551.77,118.266,391.0
1090.56,117.254,538.0
948.01,120.888,734.0
1352.64,109.526,565.0
1290.76,135.378,363.0
1451.66,110.952,523.0
1386.38,110.216,561.0
918.04,127.834,674.0
1580.24,125.534,363.0
1189.67,111.734,477.0
1128.02,115.828,478.0
960.36,125.258,459.0
1113.87,115.368,550.0
1092.32,125.626,426.0
1167.12,111.504,635.0
999.66,127.604,418.0
973.26,117.898,638.0
1326.38,115.23,419.0
1166.94,112.194,505.0
1203.7,108.836,683.0
1486.38,126.5,363.0
1026.79,113.758,571.0
1125.94,127.65,398.0
1111.23,117.484,495.0
1634.86,115.828,391.0
1053.58,129.168,398.0
1272.09,123.234,378.0
1438.67,127.604,363.0
1002.6,126.408,433.0
1331.68,115.138,462.0
1397.3,117.714,407.0
1611.9,117.208,391.0
1334.78,120.566,391.0
1247.0,114.08,472.0
1008.71,120.75,518.0
1268.26,106.444,679.0
1280.01,120.428,396.0
1383.3,113.896,419.0
1075.23,121.072,461.0
1118.7,115.644,543.0
1026.06,114.126,609.0
1526.05,109.894,529.0
1141.68,112.24,505.0
1031.88,121.946,491.0
1043.08,125.35,433.0
1095.5,112.654,705.0
923.26,133.814,611.0
