451.42,81.006,417.0
450.1,88.964,333.0
407.0,86.572,363.0
364.05,89.93,406.0
623.79,86.986,328.0
641.11,78.292,417.0
507.27,80.27,400.0
461.15,83.398,340.0
373.31,85.652,380.0
352.68,91.034,371.0
392.03,86.986,363.0
368.69,86.48,397.0
509.48,82.386,397.0
649.26,87.17,324.0
410.82,83.996,340.0
475.95,81.926,400.0
353.18,99.498,326.0
405.55,84.41,397.0
479.85,78.844,436.0
636.15,85.79,328.0
481.54,77.464,483.0
670.11,86.434,324.0
462.93,88.274,327.0
508.34,82.616,384.0
434.42,88.596,334.0
599.47,87.768,324.0
387.38,93.058,333.0
492.35,89.24,311.0
490.22,89.562,321.0
472.62,90.62,321.0
505.08,78.476,442.0
334.07,93.932,361.0
428.27,89.516,326.0
396.93,93.794,321.0
401.5,92.322,326.0
368.26,93.932,342.0
406.74,87.17,340.0
447.34,78.614,441.0
476.48,82.8,340.0
391.6,86.802,370.0
454.75,90.804,311.0
423.88,82.386,417.0
415.05,83.03,397.0
388.23,90.758,345.0
406.51,84.87,380.0
434.42,83.306,357.0
348.43,94.024,338.0
550.94,76.82,483.0
343.71,96.508,358.0
470.51,85.974,334.0
380.84,98.256,321.0
