268.27,52.716,351.0
317.62,53.406,259.0
253.6,54.326,311.0
309.05,51.98,266.0
259.49,54.004,311.0
295.35,53.774,242.0
304.36,49.22,338.0
280.21,53.406,314.0
295.05,53.452,273.0
268.97,54.648,242.0
294.96,54.234,256.0
420.76,65.78,206.0
375.19,58.65,218.0
260.78,56.58,290.0
362.2,51.244,288.0
384.58,56.856,218.0
323.01,61.042,218.0
367.01,58.834,232.0
305.07,64.078,218.0
422.91,68.126,201.0
258.5,58.788,273.0
