412.79,88.78,369.0
360.66,97.382,374.0
360.74,96.002,379.0
594.57,83.306,380.0
474.02,97.428,311.0
386.19,97.336,324.0
374.16,95.082,367.0
405.39,95.68,327.0
397.2,89.102,391.0
588.23,91.356,324.0
362.66,90.758,503.0
737.27,88.044,340.0
448.07,92.322,324.0
443.91,99.82,311.0
534.43,92.276,324.0
440.99,92.23,334.0
410.65,90.85,367.0
407.05,88.688,391.0
502.59,88.964,327.0
548.31,88.044,359.0
420.12,92.368,334.0
458.8,84.364,386.0
473.77,91.586,357.0
433.47,88.734,367.0
346.82,103.132,357.0
364.33,89.654,555.0
345.82,97.934,376.0
372.0,89.792,503.0
484.56,90.436,334.0
421.41,87.032,383.0
459.29,98.394,311.0
414.77,87.124,369.0
422.6,95.956,324.0
344.52,90.942,520.0
398.04,100.28,311.0
580.63,83.95,380.0
341.73,91.126,485.0
407.45,86.48,391.0
423.36,89.148,367.0
432.47,94.392,324.0
448.77,91.034,359.0
435.81,91.862,359.0
463.75,90.344,359.0
348.91,93.38,435.0
710.64,90.114,324.0
540.87,84.042,380.0
393.63,102.81,311.0
461.86,92.092,327.0
571.99,92.138,324.0
344.01,93.61,429.0
447.01,93.518,324.0
599.91,85.606,359.0
405.51,96.692,324.0
