865.64,95.358,363.0
610.14,101.154,377.0
675.74,95.496,375.0
742.92,91.862,390.0
549.77,100.786,493.0
554.2,100.326,467.0
763.27,92.92,375.0
676.29,93.748,406.0
625.87,96.002,416.0
574.43,99.498,465.0
683.6,92.92,406.0
772.66,91.126,406.0
627.76,96.6,408.0
702.27,97.428,363.0
703.93,95.128,378.0
649.04,92.506,449.0
933.75,91.264,389.0
589.2,100.924,425.0
608.3,94.162,478.0
570.08,97.98,494.0
574.65,96.508,479.0
587.19,102.258,395.0
557.98,102.396,466.0
589.91,101.108,404.0
686.91,91.54,469.0
637.05,92.644,447.0
672.66,98.302,373.0
1035.26,90.712,389.0
631.41,101.752,363.0
675.31,92.092,434.0
624.06,93.15,447.0
660.69,92.0,460.0
617.34,93.748,447.0
617.85,93.426,478.0
644.92,93.886,393.0
758.37,93.15,375.0
779.98,91.77,390.0
775.2,90.666,402.0
792.62,90.574,390.0
600.05,104.834,363.0
694.26,92.506,406.0
762.13,90.206,420.0
625.41,94.622,422.0
883.59,95.266,363.0
708.56,91.08,417.0
726.55,91.908,406.0
628.88,98.118,375.0
809.25,92.276,375.0
569.75,100.556,436.0
561.6,98.716,479.0
600.97,96.738,450.0
681.53,99.176,363.0
790.96,90.528,402.0
598.32,96.784,391.0
612.56,94.116,434.0
735.21,93.426,375.0
678.61,93.058,392.0
627.49,97.474,381.0
