648.74,157.32,603.0
662.83,158.01,561.0
826.73,144.486,558.0
697.44,149.96,567.0
667.57,169.924,528.0
750.56,149.776,527.0
734.82,148.166,548.0
642.81,158.194,561.0
699.22,151.018,521.0
628.17,159.252,567.0
802.86,146.05,521.0
652.6,154.192,567.0
617.14,180.09,560.0
688.83,156.124,521.0
884.52,143.52,532.0
640.81,181.24,508.0
918.5,142.416,529.0
632.48,157.78,571.0
639.58,158.194,567.0
743.45,150.236,521.0
871.91,145.912,527.0
713.47,148.948,627.0
665.26,166.52,535.0
832.8,144.348,540.0
681.77,151.662,567.0
676.44,156.998,548.0
758.73,142.83,574.0
998.86,141.404,527.0
902.1,146.832,508.0
946.2,140.622,532.0
1095.9,144.486,508.0
687.83,150.926,590.0
662.68,166.934,538.0
884.47,141.404,584.0
687.28,156.492,540.0
