251.34,55.38,212
259.08,52.67,240
312.47,55,201
226.39,55,272
263.95,55,238
238.78,57,250
360.54,54,216
283.74,55.2,212
315.53,62,178
292.61,65,189
219.03,63,232
300.91,60.72,189
290.49,51.7,266
349.65,53.4,234
211.83,59.84,251
223.32,67.39,216
211.25,62.74,251
311.39,54.83,215
265.58,61.22,192
246.8,58.65,234
229.61,52.53,272
419.75,53.82,212
363.31,57.73,193
280.79,58.14,201
235.3,65.78,201
361.99,51.88,234
269.23,66.37,189
214.46,58.6,271
455.91,59.2,178
253.42,52.67,262
301.73,63.66,178
240.81,60.62,212
298.71,55.38,178
