801.04,269.054,927.0
777.67,264.408,934.0
810.07,244.858,995.0
832.14,275.08,916.0
765.74,251.988,947.0
812.18,240.994,985.0
764.0,249.504,985.0
763.04,249.044,987.0
849.64,261.004,927.0
824.0,262.982,927.0
776.79,264.04,936.0
814.03,243.018,958.0
814.88,243.938,945.0
808.21,242.834,1022.0
813.52,249.504,945.0
754.13,259.578,947.0
824.49,261.464,934.0
806.27,279.45,916.0
833.96,270.02,916.0
770.48,269.192,934.0
825.98,256.036,934.0
811.7,246.054,980.0
764.89,251.068,960.0
812.68,248.584,958.0
816.37,265.512,927.0
811.89,248.308,960.0
810.82,246.56,985.0
